id_plot,radius,X1,h_2.5,h_3.5,h_4.5,h_5.5,h_6.5,h_7.5,h_8.5,h_9.5,h_10.5,h_11.5,h_12.5,h_13.5,h_14.5,h_15.5,h_16.5,h_17.5,h_18.5,h_19.5,h_20.5,h_21.5,h_22.5,h_23.5,h_24.5,h_25.5,h_26.5,h_27.5,h_28.5,h_29.5,h_30.5,h_31.5,h_32.5,h_33.5,h_34.5,h_35.5,h_36.5,h_37.5,h_38.5,
41_43,25,0.162778203305424,0.168539125258371,0.171887679519376,0.173964709867258,0.188771231508867,0.170993215404524,0.201604783574589,0.214633445727319,0.173015588833253,0.160719009172098,0.141653424399526,0.189515412490511,0.186834008307316,0.183971683745071,0.185708404174717,0.154178805792839,0.158422122646201,0.168949377043075,0.170560831212612,0.171438300235424,0.203121192242783,0.237757787438334,0.235240062099726,0.194302912759127,0.135904771260235,0.113529158453594,0.0821650260532443,0.0704418380672164,0.0524622911808557,0.0261934707755392,0.00415613799784109,6.24637580121436e-05,1.249251750267e-05,4.16415516053597e-06,0,0,0,0,
41_44,25,0.112175675784755,0.112831752207606,0.117627251714421,0.11112746269468,0.0924671427677412,0.105687719708187,0.102625386310166,0.0901130402978037,0.128495237971102,0.114322946376493,0.11975878806447,0.11044318561432,0.108529634374539,0.114564392656111,0.0970521178216894,0.128624002975132,0.120186860180635,0.138376329831897,0.116626240418713,0.121686250140046,0.132439879396153,0.161382852953391,0.160718474264245,0.182026114542709,0.237878648687932,0.271940523968559,0.324239693137496,0.289733626575276,0.178101567376019,0.0700909886180221,0.0269305587887578,0.00329666391820547,0,0,0,0,0,0,
41_45,25,0.175775392637612,0.171772402124403,0.17253871539069,0.145569288898697,0.171059760814772,0.14591368832826,0.130973412915541,0.170809972582669,0.145275281247027,0.146364080578842,0.155267226267578,0.167257729006711,0.130051500555687,0.122556085496163,0.147006048218571,0.123271407267858,0.149446826301717,0.136912845759125,0.145788095130276,0.175555781888932,0.224291683066339,0.244236225452218,0.265524411896696,0.193560859061528,0.104018005283151,0.0401318022183239,0.00516045102228245,1.074451425405e-05,0,0,0,0,0,0,0,0,0,0,
41_47,25,0.305338184676502,0.0362089062790209,0.00224609702129399,3.31338400056748e-05,8.28337423246829e-06,1.65666455441898e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41_48,25,0.930179152620438,0.869289209726449,0.599041948928434,0.203433515942004,0.0235588199201409,0.000816346942119409,0,1.66566726631833e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41_49,25,0.494801842881738,0.203805388691814,0.0316962443088057,0.000800532968246143,0,1.09639805827363e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41_51,25,0.012699449279854,0.0184257942283211,0.0198656434511562,0.01957551569782,0.0105270861294686,0.0149859856081707,0.0165080775502037,0.0137394039566535,0.0109166363384242,0.0164640028789415,0.0135329667815411,0.0119170124502699,0.0103471346595789,0.0109332703408007,0.00755065679974993,0.00387060976849047,0.000194216754879031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41_53,25,0.0960680409322159,0.0890292273750431,0.122901725332622,0.0899918289261928,0.100188643951516,0.133269214133684,0.110729475136196,0.153920279456168,0.124155498883987,0.1658735098783,0.172140777179828,0.179922243763399,0.155346774720898,0.155764262446203,0.142551210470838,0.170070969663407,0.151173065318077,0.0829404629830582,0.0841946564469405,0.095481574901007,0.0719045429652514,0.0516866769073807,0.0634362220748547,0.0734466433856617,0.0644859276612431,0.0814454680219345,0.0888904047975554,0.117284665896682,0.154188435964886,0.179790788453114,0.183974514870334,0.195495000722477,0.214637229557947,0.240900547268804,0.222315931378381,0.134890794386881,0.0613095238163354,0.0178313214312525,
41_57,25,0.241944239316939,0.285404579031678,0.269219457151927,0.228992570534322,0.234231002439501,0.226806086084202,0.302237557476442,0.484720568002916,0.597008633365876,0.413903746872459,0.171588008999617,0.0305007968655434,0.00331882886385061,0.000280871482253768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41_58,25,0.260694458310779,0.248648281730121,0.318331900173149,0.496372683691181,0.682094327637108,0.539702814969858,0.265512159103258,0.0853626579291095,0.0125893550791534,0.00530656677301102,0.00521723036406976,0.00566171112782876,0.00524887450533708,0.0051455053847724,0.00315702924231487,0.00397836615916269,0.00331670101518565,0.00259894593637553,0.00189139337459609,0.00452466262655269,0.00146406395180316,0.00014043464528467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41_60,25,0.115285886789938,0.126369288041879,0.121112502687501,0.132087323136978,0.177572743478487,0.187897713830823,0.19033364854828,0.217726621125598,0.189443457147375,0.211529986576312,0.194712051239076,0.1812889144189,0.158134037925814,0.144564848071118,0.118719021553897,0.111813265891997,0.125399970759845,0.160960819182578,0.232411661263999,0.309627028923251,0.295662087763199,0.209947018172737,0.138429963270791,0.0907052222697769,0.0212819926695841,0.00373952701167374,0.0012218785897081,0,0,0,0,0,0,0,0,0,0,0,
41_38,25,0.178279431095536,0.171383354538527,0.134003780803881,0.14981967158257,0.175822575593838,0.17581972964169,0.157169321138087,0.146691676152196,0.195000913100811,0.14975607278728,0.181090325369863,0.198350253542322,0.183929419367966,0.177028040789255,0.198319890365718,0.197772803530188,0.167000922302666,0.198727045680283,0.177942416936253,0.203386397647716,0.224164790406335,0.200017738007589,0.218925385036509,0.252528090419744,0.265297815103849,0.246662748752445,0.244217301336386,0.19516520301949,0.114660237579339,0.0591458144304122,0.0346926933682028,0.0139137142754851,0.000575369716209029,0,0,0,0,0,
41_46,25,0.116074927971267,0.129843001626314,0.132553569093511,0.14720492398602,0.158380170543835,0.164421984117364,0.159422411416201,0.124664600693943,0.107751735828116,0.114892665164126,0.133056098471107,0.10466683629688,0.114876769873307,0.1791052509046,0.179634195442086,0.180087186463125,0.193672446462556,0.198888344314427,0.200452922347887,0.188809631085257,0.197388457609872,0.225532865647251,0.275740158928244,0.288309946186641,0.284181900015377,0.283674876564374,0.190665894433213,0.0917205146861153,0.0328733881618204,0.0122913100885739,0.000793242414648991,0,0,0,0,0,0,0,
