period,tod,relh,height,Tair,wind,RH,VPD,P,version
hot10,global,0.0888952985405922,1.51122007519007,24.7835401486128,1.68446746955697,56.3012162183466,1.36319473404771,P1,v3.2.0
hot10,global,0.156546890735626,2.66129714250565,24.604446274195,2.00724162438359,56.2708343237631,1.34962874485454,P1,v3.2.0
hot10,global,0.232316687703133,3.94938369095325,24.4928545438327,2.34724785330204,55.8329266559842,1.35407926322613,P1,v3.2.0
hot10,global,0.317178845405579,5.39204037189484,24.4020833333333,2.50836185872173,55.4080523978959,1.35970000384452,P1,v3.2.0
hot10,global,0.412224471569061,7.00781601667404,24.323445501083,2.54016632338365,55.0945146361637,1.3628286425886,P1,v3.2.0
hot10,global,0.518675565719605,8.81748461723328,24.257207391201,2.57237404489364,54.8445822463224,1.3649866876553,P1,v3.2.0
hot10,global,0.637900829315186,10.8443140983582,24.2032859606621,2.67137908906891,54.6519623713606,1.36638647269768,P1,v3.2.0
hot10,global,0.771433055400848,13.1143619418144,24.1619293604142,2.83460021381959,54.4812024683472,1.36813514984524,P1,v3.2.0
hot10,global,0.920989215373993,15.6568166613579,24.1314546242739,2.9330446120256,54.3405184347799,1.36985780113932,P1,v3.2.0
hot10,global,1.11785507202148,19.0035362243652,24.0601791577462,3.14926423266148,54.0184214973542,1.37363492483528,P1,v3.2.0
hot10,global,1.35356509685516,23.0106066465378,24.0442385160006,3.50208675555694,53.9368066395315,1.37475727283052,P1,v3.2.0
hot10,global,1.58927512168884,27.0176770687103,24.0319394429525,3.80390973904958,53.8685215423903,1.37577929564544,P1,v3.2.0
hot10,global,1.82498526573181,31.0247495174408,24.0215409694574,4.06566320378811,53.8060003232676,1.37678426338184,P1,v3.2.0
hot10,global,2.0606951713562,35.0318179130554,24.0116479922564,4.29563674149223,53.7417043194136,1.37788204970273,P1,v3.2.0
JJAS,day,0.0284920819103718,0.48436539247632,23.7615771517728,1.94090070913398,52.2170610684688,1.40206945741248,P1,v3.2.3 iter
JJAS,day,0.0888952985405922,1.51122007519007,23.7263731242529,2.08693804241758,52.2852513237457,1.39710697182441,P1,v3.2.3 iter
JJAS,day,0.156546890735626,2.66129714250565,23.7141424960778,2.48902794195573,52.3078302009834,1.39541869589091,P1,v3.2.3 iter
JJAS,day,0.232316687703133,3.94938369095325,23.6920923785434,2.90477623898394,52.2837112641524,1.39427330240147,P1,v3.2.3 iter
JJAS,day,0.317178845405579,5.39204037189484,23.6752078197042,3.05619912853088,52.2617088521271,1.39349957189458,P1,v3.2.3 iter
JJAS,day,0.412224471569061,7.00781601667404,23.6630428126601,3.06812441605525,52.2505906146459,1.39280399658796,P1,v3.2.3 iter
JJAS,day,0.518675565719605,8.81748461723328,23.6521357802095,3.08009623324936,52.2442184198404,1.39207567007123,P1,v3.2.3 iter
JJAS,day,0.637900829315186,10.8443140983582,23.6420488034441,3.14978267097734,52.2420356991795,1.39129426258391,P1,v3.2.3 iter
JJAS,day,0.771433055400848,13.1143619418144,23.6301614563322,3.27121954350198,52.2374159410297,1.390433467403,P1,v3.2.3 iter
